13,20,38,10204,6645.3,290.05,772.31,772.31
13,20,38,10203,6602.4,385.82,863.73,863.73
13,20,38,10202,6599.1,394.97,777.05,777.05
13,38,10201,10226,6704.3,784.86,784.86,6704.3
13,38,10200,10225,6577.8,902.83,902.83,6577.8
7,13,19,38,487.35,6719.7,401.85,798.02
7,13,19,38,379.46,6605.3,489.24,944.82
7,13,19,38,474.12,6675.6,422.05,766.26
13,20,38,10196,6691.3,312.34,800.35,800.35
13,20,38,87,6613.7,386.27,820.03,281.7
6,13,20,38,338.72,6750.7,303.68,777.22
13,20,38,10193,6616.8,385.45,927.37,927.37
13,38,10192,10217,6742.6,755.21,755.21,6742.6
7,13,19,38,402.35,6693.4,446.76,840.21
7,13,19,38,395.77,6700,470.28,754.89
7,13,19,38,487.73,6784.4,382.58,796.68
7,13,38,62,306.69,6663.4,893.79,281.3
13,20,38,10187,6802.5,272.76,774.76,774.76
13,20,38,10186,6684.9,389.49,899.57,899.57
6,13,20,38,277.94,6758.6,339.79,726.23
13,38,10184,10209,6767.2,790.92,790.92,6767.2
13,38,10183,10208,6696,782.54,782.54,6696
7,13,19,38,476.01,6821,393.04,753.3
7,13,19,38,310.53,6704.2,484.47,893.17
7,13,19,38,469.39,6832.9,365.62,755.44
13,20,38,87,6774,323.25,865.64,281.63
13,20,38,10178,6789.9,332.22,733.34,733.34
6,13,20,38,305.53,6846.3,289.91,750.19
13,20,38,62,6730.6,357.52,821.27,278.76
13,38,10175,10200,6841,746.18,746.18,6841
7,13,19,38,307.51,6719.7,445.47,868.54
7,13,19,38,422.74,6814,411.27,695.14
7,13,19,38,384.63,6821.7,382.57,755.3
7,13,38,10171,341.65,6797.5,738.75,738.75
6,13,38,62,318.69,6913,745.35,273.45
13,20,38,62,6790.2,365.37,866.14,328.05
6,13,20,38,295.26,6903,279.72,721.5
13,38,10167,10192,6802.3,818.74,818.74,6802.3
13,38,10166,10191,6831.2,680.03,680.03,6831.2
7,13,19,38,440.52,6872.8,393.67,727.36
7,13,19,38,314.62,6806.4,455.68,761.4
7,13,38,10163,422.32,6941.5,702.37,702.37
13,20,38,62,6845.1,319.26,838.69,307.35
6,13,20,38,281.48,6948.8,273.4,699.82
13,20,38,10160,6923.3,296.6,786.66,786.66
13,20,38,10159,6898,309.4,688.22,688.22
13,38,10158,10183,6951.6,709.86,709.86,6951.6
13,19,38,62,6831.9,422.56,785.54,311.63
7,13,19,38,441.69,6945.7,366.48,693.62
7,13,19,38,276.92,6856.4,400.67,801.19
7,13,38,10154,352.97,6925.2,647.9,647.9
13,20,38,10153,6958.7,270.94,690.68,690.68
13,20,38,10152,6918.4,317.81,692.31,692.31
6,13,38,62,286.12,7010.6,701.84,275.12
13,38,62,10126,6893.4,807.37,333.91,333.91
7,13,19,38,358.48,6980.6,324.89,671.49
7,13,19,38,362.13,6915.3,419.01,752.66
7,13,19,38,389.04,6943,405,637.81
7,13,38,10146,341,6987.4,663.81,663.81
13,20,38,62,6934.9,290.27,701.47,280.72
6,13,38,10144,279.39,7065.1,647.02,647.02
13,20,38,62,6980,309.76,778.85,314.78
13,38,62,10118,7064.7,637.6,285.59,285.59
7,13,19,38,356.92,7028.2,374.83,726.13
7,13,19,38,341.95,7007.9,415.92,644.66
7,13,19,38,449.1,7064.6,365.75,651.54
7,13,19,38,301.48,6955.1,404.08,712.5
13,38,10137,10162,7059.3,633.23,633.23,7059.3
13,20,38,10136,6983,298.38,741.43,741.43
13,38,10135,10160,7067.4,589.17,589.17,7067.4
13,38,10134,10159,7085.9,645.36,645.36,7085.9
13,38,10133,10158,7045.6,622.8,622.8,7045.6
7,13,19,38,410.7,7121.4,356.45,642.66
7,13,19,38,305.85,7015.7,448.75,733.35
7,13,19,38,441.24,7103.9,367.06,621.95
13,38,10129,10154,7037.9,701.53,701.53,7037.9
13,38,10128,10153,7066.3,574.61,574.61,7066.3
13,38,10127,10152,7102.5,609.18,609.18,7102.5
13,20,38,10126,7044.4,291.32,622.88,622.88
13,38,10125,10150,7143.7,592.85,592.85,7143.7
